"Name","State","Notes","User","Tags","Created","Runtime","Sweep","learning_rate","lexicon_features","train_batch_size","Training loss","eval_loss","eval_loss_best_epoch_dev","eval_loss_best_epoch_test","f1_macro","f1_macro_best_epoch_dev","f1_macro_best_epoch_test","f1_micro","f1_micro_best_epoch_dev","f1_micro_best_epoch_test","global_step","lr","mcc","mcc_best_epoch_dev","mcc_best_epoch_test","p_macro","p_macro_best_epoch_dev","p_macro_best_epoch_test","p_micro","p_micro_best_epoch_dev","p_micro_best_epoch_test","r_macro","r_macro_best_epoch_dev","r_macro_best_epoch_test","r_micro","r_micro_best_epoch_dev","r_micro_best_epoch_test","train_loss"
"iconic-sweep-7","finished","-","gillesjacobs","","2021-05-01T18:45:27.000Z","546","6lmu580g","0.000040699389396022105","pol","64","0.3414137661457062","0.8713192809973994","0.6601919123241978","0.8432210122163479","0.6626826437729835","0.6847118991665164","0.5829290433336624","0.7890466531440163","0.8144016227180527","0.7592891760904685","920","9.421154952782894e-7","0.6027015368075898","0.6442428936532562","0.5462345941208405","0.6722279330072993","0.7318581081081081","0.6187367925487238","0.7890466531440162","0.8144016227180527","0.7592891760904685","0.6550503715050763","0.6645124264501553","0.5884753789905722","0.7890466531440162","0.8144016227180527","0.7592891760904685","0.018986046314239505"
"wild-sweep-8","finished","-","gillesjacobs","","2021-04-29T18:54:49.000Z","573","dwbuywwy","0.00005923559481765769","pol","64","0.4111473858356476","0.6301164838575548","0.6169001517757293","0.7740287463634442","0.6705279519764407","0.6785945178553102","0.612918429738775","0.7849898580121704","0.7860040567951317","0.7447495961227787","920","0.0000013711943244828169","0.6022654679672933","0.6052076704596228","0.532536209224562","0.6707691289102575","0.6774596610258574","0.6239298711161817","0.7849898580121704","0.7860040567951319","0.7447495961227787","0.6702953204403355","0.6797978999708246","0.6120046348256928","0.7849898580121704","0.7860040567951319","0.7447495961227787","0.17279855906963348"
"crimson-sweep-5","finished","-","gillesjacobs","","2021-05-01T18:31:23.000Z","490","6lmu580g","0.00004085673631576944","pol","64","0.14732778072357178","0.8401721369835639","0.8401721369835639","1.060906156228903","0.678137913479933","0.678137913479933","0.6185459605947411","0.7900608519269777","0.7900608519269777","0.7447495961227787","920","9.457577850872556e-7","0.6104812511261271","0.6104812511261271","0.5301806333276854","0.6802943598544996","0.6802943598544996","0.6310433703320627","0.7900608519269777","0.7900608519269777","0.7447495961227787","0.6762848383185901","0.6762848383185901","0.6151323604118402","0.7900608519269777","0.7900608519269777","0.7447495961227787","0.04213624447584152"
"chocolate-sweep-9","finished","-","gillesjacobs","","2021-05-01T14:37:48.000Z","544","k0vyt4u9","0.0000646029660144618","posnegneupol","64","0.156930074095726","0.7629488370110912","0.5801268325697991","0.6930869882687544","0.6609915450759173","0.6747980687466422","0.6153433248062253","0.7900608519269777","0.7778904665314401","0.722940226171244","920","0.0000014954390281125417","0.6038727613440013","0.6128639674670717","0.5199222403803786","0.6723794587203925","0.66448106798984","0.6161764013252214","0.7900608519269777","0.7778904665314401","0.722940226171244","0.6528119724599196","0.6932873579336977","0.6268031562204377","0.7900608519269777","0.7778904665314401","0.722940226171244","0.17029288411140442"
"upbeat-sweep-13","finished","-","gillesjacobs","","2021-04-29T17:05:28.000Z","626","ncov3udq","0.000043933290475677875","pol","64","0.16574254631996155","0.8810803274954518","0.8295560527232385","0.9836275262328296","0.6410213468751447","0.6731622090798356","0.6358123870276895","0.7809330628803245","0.7870182555780934","0.752827140549273","920","0.0000010169743165666174","0.5900875198594596","0.611658690840093","0.5515811542097172","0.6464176345734803","0.6684751975418544","0.6442748197992764","0.7809330628803245","0.7870182555780934","0.752827140549273","0.6378884274579221","0.6786095749335433","0.6355826736281907","0.7809330628803245","0.7870182555780934","0.752827140549273","0.026751641184091568"
"decent-sweep-33","finished","-","gillesjacobs","","2021-05-01T02:43:15.000Z","915","ompl642h","0.000056053556920020246","pol","64","0.34390416741371155","0.7063979400742438","0.6018469771069865","0.7768780012161304","0.666442842300058","0.6695593013389624","0.5986473770331127","0.7900608519269777","0.7961460446247464","0.7350565428109855","920","0.0000012975360398152834","0.6056640737491475","0.6191868826647523","0.5142640627875759","0.6750135433537933","0.6777415608316346","0.6135493776072042","0.7900608519269777","0.7961460446247465","0.7350565428109854","0.6598185267075042","0.6649727746486433","0.5993275836341986","0.7900608519269777","0.7961460446247465","0.7350565428109854","0.128935307264328"
"desert-sweep-1","finished","-","gillesjacobs","","2021-04-29T15:30:21.000Z","359","ncov3udq","0.00006318293915502963","pol","64","0.191434308886528","0.8524420549792628","0.8029803354893962","0.977594845665571","0.636520414073799","0.6684765355417529","0.6359623047791093","0.7789046653144016","0.7839756592292091","0.7479806138933764","920","0.000001462568035996056","0.5875800560900706","0.606867627879314","0.5503884291514568","0.6396864853953582","0.6637448147724727","0.6408075771668471","0.7789046653144016","0.783975659229209","0.7479806138933764","0.6348245430040919","0.6740997392046842","0.639592188047859","0.7789046653144016","0.783975659229209","0.7479806138933764","0.07444769889116287"
"resilient-sweep-11","finished","-","gillesjacobs","","2021-05-01T14:57:47.000Z","586","k0vyt4u9","0.00004261028298850436","posnegneupol","64","0.09630155563354492","0.7437696754932404","0.7075947705776461","0.8680778562258451","0.6677119218800617","0.6680957122665356","0.6548625951621344","0.7910750507099392","0.7910750507099392","0.7673667205169629","920","9.863491432524157e-7","0.6111744304921752","0.6107042368405508","0.5767136655306133","0.671264928522993","0.671864301276066","0.670661288346526","0.7910750507099391","0.7910750507099391","0.7673667205169629","0.6649397370100977","0.6649397370100977","0.6519756197135215","0.7910750507099391","0.7910750507099391","0.7673667205169629","0.1950703561306"
"stellar-sweep-15","finished","-","gillesjacobs","","2021-04-29T17:24:48.000Z","770","ncov3udq","0.00004912580542758688","posnegneupol","32","0.2555624544620514","0.8262437014810501","0.8262437014810501","1.0469439402222631","0.6671034632786085","0.6671034632786085","0.6142703785459903","0.795131845841785","0.795131845841785","0.752827140549273","1840","0.000001136513717237406","0.6147236211389557","0.6147236211389557","0.5415827382413051","0.676210429583743","0.676210429583743","0.6412763050533948","0.795131845841785","0.795131845841785","0.752827140549273","0.6602046194462156","0.6602046194462156","0.6112537731269755","0.795131845841785","0.795131845841785","0.752827140549273","0.019983312115073204"
"denim-sweep-14","finished","-","gillesjacobs","","2021-05-01T11:20:44.000Z","683","xhslxqmd","0.0000456897528551686","posnegneupol","64","0.19497118890285492","0.911046269439882","0.6809192088342482","0.8340790778016433","0.6555452711783915","0.6662729259388147","0.6300526763558935","0.7890466531440163","0.7829614604462475","0.7407108239095315","920","0.0000010576331679437175","0.6048252454619827","0.6094460693678558","0.5423282617986352","0.6612018162333194","0.6597420060755266","0.6323992650696878","0.7890466531440162","0.7829614604462475","0.7407108239095315","0.6506690022771806","0.6751069910455719","0.6373500405950075","0.7890466531440162","0.7829614604462475","0.7407108239095315","0.14800161123275757"
"daily-sweep-15","finished","-","gillesjacobs","","2021-05-01T11:32:09.000Z","710","xhslxqmd","0.00004505844270952788","pol","64","0.20788028836250305","0.8138363890109523","0.674359933983895","0.8424201806386312","0.6406611561508296","0.6658037386095289","0.6470076358731986","0.7829614604462475","0.7900608519269777","0.7520193861066236","920","0.000001043019507164997","0.593809318235741","0.6135389403578962","0.554162222720602","0.6458401331181983","0.6643735901610327","0.6481070750779482","0.7829614604462475","0.7900608519269777","0.7520193861066236","0.6374490347879599","0.6673501179590265","0.6480495125612045","0.7829614604462475","0.7900608519269777","0.7520193861066236","0.03469240292906761"
"hopeful-sweep-7","finished","-","gillesjacobs","","2021-05-01T10:18:46.000Z","527","xhslxqmd","0.0000407841626889309","all","64","0.025382375344634056","0.8169665447165889","0.701517213736811","0.8498280430451418","0.6449884308610035","0.6656837681894763","0.6325629742417883","0.7870182555780934","0.7981744421906694","0.7560581583198708","920","9.440778400215484e-7","0.6020059560627771","0.6240906462384611","0.5546343307875827","0.6502730777809643","0.6697835253672818","0.6455571294857009","0.7870182555780934","0.7981744421906694","0.7560581583198708","0.6423456564913512","0.66313025287064","0.631115917035637","0.7870182555780934","0.7981744421906694","0.7560581583198708","0.023358650505542755"
"revived-sweep-10","finished","-","gillesjacobs","","2021-05-01T23:02:16.000Z","593","d9evrk0f","0.00004780897602411521","posnegneupol","64","0.11231400072574615","0.8148603112466873","0.5888642851383455","0.7553202070486851","0.6574409243093162","0.6637560060809836","0.5950113796412267","0.781947261663286","0.7809330628803245","0.7415185783521809","920","0.0000011066892598174817","0.5949213024488037","0.6033149783536983","0.5356726970161724","0.6594789798137364","0.6597432916649278","0.6005410640513462","0.781947261663286","0.7809330628803245","0.7415185783521809","0.655628708440265","0.6699429585759905","0.6064859634948419","0.781947261663286","0.7809330628803245","0.7415185783521809","0.1870824247598648"
"dandy-sweep-22","finished","-","gillesjacobs","","2021-05-01T00:16:27.000Z","737","ompl642h","0.0000643939690324756","posnegneupol","64","0.2356436252593994","0.817971275698754","0.6645207318567461","0.7628717773999923","0.6427620105761784","0.6623481393123681","0.6078890371733351","0.7748478701825557","0.7718052738336714","0.7495961227786753","920","0.0000014906011350110093","0.5764844588027176","0.5792516706563299","0.5404849837437433","0.6510014223657402","0.6610878585668502","0.6149118409235703","0.7748478701825557","0.7718052738336714","0.7495961227786753","0.6365905117407409","0.6641442984225716","0.6090053101744987","0.7748478701825557","0.7718052738336714","0.7495961227786753","0.13396814465522766"
"true-sweep-4","finished","-","gillesjacobs","","2021-04-29T15:47:48.000Z","452","ncov3udq","0.00005484098813118704","pol","64","0.25944849848747253","0.9188021882887808","0.5875816085646229","0.6484120553120588","0.6504530939842773","0.6620441697933979","0.6150649965592595","0.7799188640973631","0.7920892494929005","0.7657512116316639","920","0.0000012694673178515517","0.5892462571862505","0.5989690779164909","0.5572123587697349","0.654808674165361","0.7081689714245895","0.6523170322147304","0.7799188640973631","0.7920892494929006","0.7657512116316639","0.6471333807506635","0.6388935995913473","0.6058976491013505","0.7799188640973631","0.7920892494929006","0.7657512116316639","0.09051140397787094"
"smooth-sweep-8","finished","-","gillesjacobs","","2021-04-29T16:20:20.000Z","543","ncov3udq","0.00004157658989344721","pol","64","0.2372211068868637","0.7576101552094182","0.6661314603782469","0.8139134183143958","0.6483774958833314","0.6615836966413412","0.6300458614862231","0.7738336713995944","0.7849898580121704","0.7504038772213247","920","9.62421062348315e-7","0.5810219826822008","0.6034300670111261","0.5460725926133373","0.6493570072567308","0.6620372992468914","0.64261814617223","0.7738336713995944","0.7849898580121704","0.7504038772213247","0.6475825579490677","0.6622296008922538","0.6292403587326684","0.7738336713995944","0.7849898580121704","0.7504038772213247","0.20387613773345947"
"cosmic-sweep-4","finished","-","gillesjacobs","","2021-05-01T22:10:27.000Z","561","d9evrk0f","0.00004669514612678987","posnegneupol","32","0.23926880955696103","0.9477897257574144","0.6985258488885818","0.7722352498616928","0.638132185155399","0.6615338543381464","0.6309674268725293","0.7647058823529412","0.7778904665314401","0.7495961227786753","1840","0.000001080280997727932","0.5622493452025777","0.5905039549680081","0.5476379210876604","0.6408036414059203","0.6606221682273643","0.6324883369575599","0.7647058823529411","0.7778904665314401","0.7495961227786753","0.6358183262633182","0.6628170291200639","0.6318642525345038","0.7647058823529411","0.7778904665314401","0.7495961227786753","0.5412956476211548"
"confused-sweep-9","finished","-","gillesjacobs","","2021-04-29T16:29:24.000Z","554","ncov3udq","0.00004064844814679597","pol","64","0.11682122945785522","0.8891015120090977","0.8259401941491712","1.0225439596061523","0.6469424365961566","0.6598261526832955","0.620628188205023","0.7809330628803245","0.7900608519269777","0.7504038772213247","920","9.409362996943512e-7","0.590312777939321","0.6101972903730719","0.5462115686325499","0.6515536300099843","0.6615290224654657","0.6347947385221954","0.7809330628803245","0.7900608519269777","0.7504038772213247","0.6433198706936935","0.6585873795032351","0.6221106973264032","0.7809330628803245","0.7900608519269777","0.7504038772213247","0.07489683479070663"
