"Name","State","Notes","User","Tags","Created","Runtime","Sweep","learning_rate","lexicon_features","train_batch_size","Training loss","eval_loss","eval_loss_best_epoch_dev","eval_loss_best_epoch_test","f1_macro","f1_macro_best_epoch_dev","f1_macro_best_epoch_test","f1_micro","f1_micro_best_epoch_dev","f1_micro_best_epoch_test","global_step","lr","mcc","mcc_best_epoch_dev","mcc_best_epoch_test","p_macro","p_macro_best_epoch_dev","p_macro_best_epoch_test","p_micro","p_micro_best_epoch_dev","p_micro_best_epoch_test","r_macro","r_macro_best_epoch_dev","r_macro_best_epoch_test","r_micro","r_micro_best_epoch_dev","r_micro_best_epoch_test","train_loss"
"pious-sweep-28","finished","-","gillesjacobs","","2021-05-09T09:39:26.000Z","404","syvepzz8","0.00007211038730782406","nolex","32","0.033127330243587494","1.4582502918858682","1.242532396508801","1.630659193564684","0.5967125679705456","0.6128260439563201","0.5744477407318646","0.7515212981744422","0.7576064908722109","0.697092084006462","1840","0.0000016682565022052991","0.5293938631955771","0.5488782627484685","0.4562729891666757","0.605019587557816","0.6241534338803623","0.5973664886416125","0.7515212981744422","0.757606490872211","0.697092084006462","0.5920002566953211","0.6123896690432772","0.5796169093030415","0.7515212981744422","0.757606490872211","0.697092084006462","0.000532077276147902"
"upbeat-sweep-27","finished","-","gillesjacobs","","2021-05-09T09:33:28.000Z","356","syvepzz8","0.0000792309123204949","nolex","64","0.10764498263597488","1.3171493209177447","0.9308237971798066","1.156149090100557","0.60592421723709","0.6155416053114262","0.5978914535132556","0.7606490872210954","0.7525354969574036","0.7116316639741519","920","0.0000018340488963077523","0.5463922980833535","0.5424772882414938","0.47002977323475753","0.6160337138816335","0.6154060221317628","0.6126950780312125","0.7606490872210954","0.7525354969574036","0.7116316639741519","0.6013112852651538","0.6156879266247516","0.5929792860829499","0.7606490872210954","0.7525354969574036","0.7116316639741519","0.023784156888723373"
"divine-sweep-26","finished","-","gillesjacobs","","2021-05-09T09:27:43.000Z","344","syvepzz8","0.00004448673945822822","nolex","64","0.06153389438986778","1.1382353373112215","0.7583940730940911","0.9792672065206064","0.6293152497461912","0.6528617028206631","0.5838657794061006","0.7657200811359026","0.7778904665314401","0.7148626817447497","920","0.0000010297856356071343","0.5593365687432615","0.5811642802879379","0.4717539387294694","0.6377275692344185","0.6638812352944747","0.6012411811694894","0.7657200811359026","0.7778904665314401","0.7148626817447497","0.6241201698546601","0.6447756064971646","0.5809684262228966","0.7657200811359026","0.7778904665314401","0.7148626817447497","0.008208133280277252"
"gentle-sweep-25","finished","-","gillesjacobs","","2021-05-09T09:24:11.000Z","211","syvepzz8","0.00005521851536036949","nolex","64","0.18851104378700256","0.8618206977844238","0.5626294050485857","0.6965048966499475","0.5892125574383268","0.6378288442336474","0.5284968367836712","0.7667342799188641","0.7860040567951317","0.7205169628432956","460","0.000030037849790941737","0.546106500770102","0.5940979478767688","0.4732912862615565","0.623638183642511","0.7012422360248447","0.6366485834840265","0.7667342799188641","0.7860040567951319","0.7205169628432956","0.5800235185203891","0.6284617077329664","0.54981830819645","0.7667342799188641","0.7860040567951319","0.7205169628432956","0.1230318397283554"
"dutiful-sweep-24","finished","-","gillesjacobs","","2021-05-09T09:20:47.000Z","202","syvepzz8","0.00004666626787539011","nolex","64","0.17895017564296722","0.7777088121060403","0.5625158500286841","0.6949127904879742","0.6180656173907176","0.6460801169100844","0.5630376222895276","0.7616632860040567","0.7920892494929005","0.722940226171244","460","0.00002538558553406638","0.5492022885553365","0.6036589574891528","0.4847546895397388","0.6279893050027278","0.7107444562534383","0.640370462741931","0.7616632860040567","0.7920892494929006","0.722940226171244","0.6116919568997464","0.6337970288704989","0.570970367300241","0.7616632860040567","0.7920892494929006","0.722940226171244","0.14539043605327606"
"comfy-sweep-23","finished","-","gillesjacobs","","2021-05-09T09:15:04.000Z","339","syvepzz8","0.0000714764513543733","nolex","64","0.06050401553511619","1.2316300657487684","1.0876580082601115","1.3517915432651837","0.5999556317557299","0.6313449199234409","0.6005536878728696","0.7545638945233267","0.7464503042596349","0.7059773828756059","920","0.0000016545474850549377","0.5327602233509501","0.5409891650829625","0.4736451273026976","0.6124716772787243","0.6279388647647507","0.5989688790277543","0.7545638945233266","0.7464503042596349","0.7059773828756059","0.5937038342080979","0.6383879137701788","0.6027857464021025","0.7545638945233266","0.7464503042596349","0.7059773828756059","0.010906605049967766"
"toasty-sweep-22","finished","-","gillesjacobs","","2021-05-09T09:11:03.000Z","221","syvepzz8","0.00006465084399463403","nolex","32","0.19123435020446777","0.95883206878939","0.5730652693779238","0.6996199244107956","0.6000926267257926","0.6041223175696732","0.540890591215006","0.7636916835699797","0.7799188640973631","0.7205169628432956","920","0.00003514852131576402","0.5525604800360991","0.5730115129497163","0.4719934679654937","0.6126990429791088","0.6865384615384617","0.6371899178431842","0.7636916835699797","0.7799188640973631","0.7205169628432956","0.598805475453807","0.596856353813302","0.5533151491323306","0.7636916835699797","0.7799188640973631","0.7205169628432956","0.638512909412384"
"ancient-sweep-21","finished","-","gillesjacobs","","2021-05-09T09:07:51.000Z","191","syvepzz8","0.0000654535651132928","nolex","64","0.25078412890434265","0.852838667169694","0.5767808902648187","0.7049153794844946","0.5638068762212988","0.6208018899229087","0.5072691692613228","0.7616632860040567","0.7829614604462475","0.7075928917609047","460","0.000035605527318573635","0.5359611040431199","0.5846659908771004","0.45525331457126544","0.5831885367128068","0.7091008611881477","0.5808965961366267","0.7616632860040567","0.7829614604462475","0.7075928917609047","0.5628180590704263","0.613270058728958","0.5375607512658906","0.7616632860040567","0.7829614604462475","0.7075928917609047","0.11306062340736388"
"usual-sweep-20","finished","-","gillesjacobs","","2021-05-09T09:02:06.000Z","344","syvepzz8","0.00006244052119419653","nolex","32","0.005646692588925362","1.433097090451948","1.056592422146951","1.319334052503109","0.6081435038788076","0.6252891750738017","0.5660448179120444","0.7576064908722109","0.7545638945233267","0.691437802907916","1840","0.0000014445464706581036","0.5396296023554761","0.542541147167742","0.4347515991876416","0.6198520252804346","0.6287992019071678","0.5835204764636779","0.757606490872211","0.7545638945233266","0.691437802907916","0.6013638919605838","0.6226081433025398","0.5658326998204452","0.757606490872211","0.7545638945233266","0.691437802907916","0.0008670499664731324"
"generous-sweep-19","finished","-","gillesjacobs","","2021-05-09T08:56:23.000Z","342","syvepzz8","0.00004417765066573597","nolex","32","0.002569962292909622","1.380627130308459","0.8875781547638678","1.0666290884598708","0.5952925843460279","0.6260289554380715","0.592919731749041","0.7454361054766735","0.7576064908722109","0.7205169628432956","1840","0.0000010220393444936026","0.5231496505476475","0.5466485167123226","0.48932687110024387","0.5997713727235442","0.6306618171444872","0.6053679080575244","0.7454361054766734","0.757606490872211","0.7205169628432956","0.5943685087130829","0.6223835547033376","0.5942475408212559","0.7454361054766734","0.757606490872211","0.7205169628432956","0.0010643047280609608"
